"Administrative","Informational","ProductRelated","BounceRates","ExitRates","Month","VisitorType","Weekend","Revenue"
0,0,8,0,0.0125,"Feb","Returning_Visitor",FALSE,FALSE
0,0,3,0,0.066666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,16,0,0.025,"Feb","Returning_Visitor",FALSE,FALSE
10,0,36,0.004347826,0.014492754,"Feb","Returning_Visitor",FALSE,TRUE
0,0,2,0,0.05,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",TRUE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,7,0,0.028571429,"Feb","Returning_Visitor",TRUE,FALSE
0,0,4,0,0.016666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,6,0,0.02,"Feb","Returning_Visitor",FALSE,FALSE
0,0,12,0.016666667,0.058333333,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",TRUE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,7,0.057142857,0.085714286,"Feb","Returning_Visitor",FALSE,FALSE
0,0,3,0,0.066666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,7,0.028571429,0.023809524,"Feb","Returning_Visitor",FALSE,FALSE
0,0,19,0,0.007894737,"Feb","Returning_Visitor",FALSE,FALSE
2,0,15,0,0.011764706,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",TRUE,FALSE
0,0,2,0,0.1,"Feb","Returning_Visitor",FALSE,FALSE
0,0,13,0,0.015384615,"Feb","New_Visitor",FALSE,FALSE
0,0,27,0.003703704,0.025925926,"Feb","Returning_Visitor",FALSE,FALSE
0,0,2,0,0.1,"Feb","Returning_Visitor",FALSE,FALSE
0,0,6,0.05,0.066666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,4,0,0.025,"Feb","Returning_Visitor",FALSE,FALSE
0,1,7,0.038095238,0.080952381,"Feb","Returning_Visitor",FALSE,FALSE
0,0,16,0.004166667,0.031666667,"Feb","Returning_Visitor",FALSE,FALSE
3,0,38,0,0.008947368,"Feb","Returning_Visitor",FALSE,FALSE
4,0,19,0,0.026984127,"Feb","Returning_Visitor",TRUE,TRUE
0,0,6,0,0.033333333,"Feb","Returning_Visitor",FALSE,FALSE
2,1,36,0,0.01351025,"Feb","Returning_Visitor",FALSE,FALSE
3,0,17,0.007058824,0.017647059,"Feb","Returning_Visitor",FALSE,FALSE
0,0,2,0.15,0.15,"Feb","Returning_Visitor",FALSE,FALSE
0,1,9,0.044444444,0.074074074,"Feb","Returning_Visitor",FALSE,FALSE
0,0,12,0.05,0.066666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,2,0.05,0.066666667,"Feb","Returning_Visitor",FALSE,FALSE
6,4,128,0.000854701,0.01791847,"Feb","Returning_Visitor",FALSE,FALSE
0,0,4,0,0.016666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,4,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
2,0,25,0.008,0.024,"Feb","Returning_Visitor",FALSE,FALSE
0,1,30,0.012903226,0.035483871,"Feb","Returning_Visitor",FALSE,FALSE
0,0,12,0,0.005555556,"Feb","Returning_Visitor",TRUE,FALSE
0,0,21,0,0.012962963,"Feb","Returning_Visitor",FALSE,FALSE
0,0,11,0.018181818,0.027272727,"Feb","Returning_Visitor",FALSE,FALSE
0,0,8,0,0.075,"Feb","Returning_Visitor",FALSE,FALSE
0,0,6,0,0.111111111,"Feb","Returning_Visitor",FALSE,FALSE
0,0,6,0,0.033333333,"Feb","Returning_Visitor",FALSE,FALSE
0,0,4,0,0.05,"Feb","Returning_Visitor",FALSE,FALSE
0,2,14,0,0.034375,"Feb","Returning_Visitor",FALSE,FALSE
0,0,3,0,0.066666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,11,0.028,0.11952381,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,9,0,0.040740741,"Feb","Returning_Visitor",FALSE,FALSE
0,0,10,0,0.05,"Feb","Returning_Visitor",FALSE,FALSE
4,0,51,0,0.00754717,"Feb","Returning_Visitor",FALSE,FALSE
0,0,3,0.133333333,0.166666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,2,0,0.1,"Feb","Returning_Visitor",TRUE,FALSE
2,0,16,0,0.022222222,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,6,0,0.011111111,"Feb","Returning_Visitor",FALSE,FALSE
6,0,26,0,0.018518519,"Feb","Returning_Visitor",FALSE,FALSE
0,0,6,0,0.033333333,"Feb","Returning_Visitor",FALSE,FALSE
0,0,9,0.005555556,0.046296296,"Feb","Returning_Visitor",FALSE,FALSE
0,0,3,0,0.066666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,2,0.05,0.15,"Feb","Returning_Visitor",FALSE,FALSE
4,0,14,0,0.018039216,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,9,0,0.011851852,"Feb","Returning_Visitor",FALSE,FALSE
3,0,8,0,0.007407407,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,1,10,0,0.009090909,"Feb","Returning_Visitor",FALSE,FALSE
0,0,3,0.066666667,0.066666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,3,0,0.033333333,"Feb","Returning_Visitor",FALSE,FALSE
0,0,4,0,0.05,"Feb","Returning_Visitor",FALSE,FALSE
0,0,28,0.007142857,0.030357143,"Feb","Returning_Visitor",FALSE,FALSE
0,0,11,0,0.027272727,"Feb","Returning_Visitor",FALSE,FALSE
0,0,20,0.0075,0.028166667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,4,0.1,0.15,"Feb","Returning_Visitor",FALSE,FALSE
0,0,19,0,0.026315789,"Feb","Returning_Visitor",FALSE,FALSE
0,0,9,0,0.026666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,21,0.033333333,0.04993081,"Feb","Returning_Visitor",TRUE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",TRUE,FALSE
0,0,6,0,0.033333333,"Feb","Returning_Visitor",TRUE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,23,0.008695652,0.01884058,"Feb","Returning_Visitor",FALSE,FALSE
2,2,31,0.03030303,0.040606061,"Feb","Returning_Visitor",TRUE,FALSE
1,0,23,0.015217391,0.012463768,"Feb","Returning_Visitor",TRUE,FALSE
0,0,6,0,0.016666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,23,0.008695652,0.011594203,"Feb","Returning_Visitor",FALSE,FALSE
0,0,12,0,0.033333333,"Feb","Returning_Visitor",FALSE,FALSE
0,0,5,0,0.04,"Feb","Returning_Visitor",FALSE,FALSE
0,0,5,0.086666667,0.166666667,"Feb","Returning_Visitor",FALSE,FALSE
0,0,11,0.018181818,0.063636364,"Feb","Returning_Visitor",FALSE,FALSE
0,0,20,0,0.0145,"Feb","Returning_Visitor",TRUE,FALSE
1,0,15,0,0.019166667,"Feb","Returning_Visitor",TRUE,FALSE
0,0,17,0.011111111,0.033333333,"Feb","Returning_Visitor",FALSE,FALSE
0,0,3,0.066666667,0.1,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",TRUE,FALSE
5,0,24,0,0.008602151,"Feb","Returning_Visitor",TRUE,FALSE
3,0,10,0,0.015384615,"Feb","Returning_Visitor",FALSE,FALSE
0,0,7,0,0.014285714,"Feb","Returning_Visitor",FALSE,FALSE
1,0,21,0.010743802,0.047002635,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,6,0.033333333,0.033333333,"Feb","Returning_Visitor",FALSE,FALSE
0,0,17,0,0.011764706,"Feb","Returning_Visitor",TRUE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Feb","Returning_Visitor",FALSE,FALSE
0,0,8,0.008333333,0.025,"Feb","Returning_Visitor",TRUE,FALSE
0,16,5,0.003174603,0.012764202,"Mar","Returning_Visitor",FALSE,FALSE
0,0,20,0.011111111,0.027248677,"Mar","Returning_Visitor",FALSE,FALSE
2,0,50,0,0.006339869,"Mar","Returning_Visitor",FALSE,FALSE
10,2,96,0.001960784,0.013509414,"Mar","Returning_Visitor",TRUE,FALSE
9,1,49,0,0.020708874,"Mar","Returning_Visitor",FALSE,TRUE
3,1,68,0.007142857,0.016727891,"Mar","Returning_Visitor",FALSE,FALSE
0,0,2,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
3,5,24,0.036190476,0.096,"Mar","Returning_Visitor",FALSE,FALSE
3,0,9,0,0.02,"Mar","Returning_Visitor",FALSE,FALSE
0,0,3,0,0.066666667,"Mar","Returning_Visitor",FALSE,FALSE
0,0,22,0.009090909,0.057662338,"Mar","Returning_Visitor",TRUE,FALSE
0,0,98,0.002061856,0.010173465,"Mar","Returning_Visitor",FALSE,FALSE
2,1,67,0,0.005797101,"Mar","New_Visitor",FALSE,TRUE
3,0,13,0.013068182,0.06140625,"Mar","Returning_Visitor",FALSE,FALSE
0,0,17,0,0.001666667,"Mar","New_Visitor",FALSE,TRUE
3,2,55,0,0.001724138,"Mar","New_Visitor",TRUE,TRUE
1,0,50,0,0.004,"Mar","Returning_Visitor",TRUE,TRUE
0,0,5,0,0.04,"Mar","Returning_Visitor",TRUE,FALSE
5,0,13,0,0.004166667,"Mar","New_Visitor",FALSE,FALSE
0,0,3,0,0.088888889,"Mar","Returning_Visitor",FALSE,FALSE
1,0,12,0,0.008333333,"Mar","Returning_Visitor",FALSE,FALSE
3,0,16,0,0.005263158,"Mar","New_Visitor",FALSE,FALSE
1,0,16,0,0.0125,"Mar","New_Visitor",FALSE,TRUE
2,0,5,0,0.028571429,"Mar","New_Visitor",TRUE,FALSE
3,0,4,0,0.016666667,"Mar","New_Visitor",FALSE,FALSE
0,0,8,0,0.04375,"Mar","Returning_Visitor",FALSE,FALSE
2,1,4,0.033333333,0.0375,"Mar","Returning_Visitor",FALSE,FALSE
0,0,14,0.037619048,0.04952381,"Mar","Returning_Visitor",FALSE,FALSE
0,0,2,0,0.05,"Mar","Returning_Visitor",FALSE,FALSE
4,0,7,0.006666667,0.033333333,"Mar","Returning_Visitor",TRUE,FALSE
2,3,10,0,0.042857143,"Mar","Returning_Visitor",FALSE,FALSE
2,2,18,0,0.02,"Mar","Returning_Visitor",FALSE,FALSE
2,0,4,0,0.066666667,"Mar","Returning_Visitor",FALSE,FALSE
0,0,35,0.005714286,0.028571429,"Mar","Returning_Visitor",FALSE,FALSE
0,0,12,0.016666667,0.075,"Mar","Returning_Visitor",FALSE,FALSE
0,0,3,0,0.066666667,"Mar","Returning_Visitor",FALSE,FALSE
2,0,14,0,0.013333333,"Mar","Returning_Visitor",FALSE,TRUE
0,0,5,0.08,0.12,"Mar","Returning_Visitor",FALSE,FALSE
0,0,4,0.1,0.15,"Mar","Returning_Visitor",FALSE,FALSE
1,0,6,0,0.02,"Mar","New_Visitor",FALSE,FALSE
1,0,28,0.001481481,0.009150327,"Mar","Returning_Visitor",FALSE,FALSE
0,0,2,0,0.1,"Mar","Returning_Visitor",TRUE,FALSE
5,2,37,0,0.006578947,"Mar","Returning_Visitor",FALSE,FALSE
0,0,9,0,0.022222222,"Mar","Returning_Visitor",FALSE,FALSE
0,0,16,0,0.013333333,"Mar","Returning_Visitor",FALSE,TRUE
0,0,19,0.010526316,0.021052632,"Mar","Returning_Visitor",FALSE,FALSE
2,0,50,0.004,0.020666667,"Mar","Returning_Visitor",TRUE,FALSE
6,0,22,0,0.014666667,"Mar","Returning_Visitor",FALSE,FALSE
0,0,9,0.011111111,0.033333333,"Mar","Returning_Visitor",TRUE,FALSE
1,1,50,0,0.019230769,"Mar","Returning_Visitor",TRUE,FALSE
2,0,18,0.005263158,0.044210526,"Mar","Returning_Visitor",TRUE,FALSE
3,5,7,0,0.014081633,"Mar","Returning_Visitor",FALSE,FALSE
3,0,29,0.006896552,0.010600255,"Mar","Returning_Visitor",TRUE,FALSE
6,0,34,0.011578947,0.032225685,"Mar","Returning_Visitor",TRUE,FALSE
0,0,9,0,0.011111111,"Mar","Returning_Visitor",TRUE,FALSE
0,0,16,0,0.04,"Mar","Returning_Visitor",FALSE,FALSE
8,1,51,0.022807018,0.036550087,"Mar","Returning_Visitor",FALSE,FALSE
2,0,22,0.018181818,0.031818182,"Mar","Returning_Visitor",FALSE,FALSE
1,0,18,0.023529412,0.046470588,"Mar","Returning_Visitor",FALSE,FALSE
0,1,28,0.016666667,0.030833333,"Mar","Returning_Visitor",TRUE,FALSE
0,0,7,0,0.00952381,"Mar","Returning_Visitor",FALSE,FALSE
0,0,31,0,0.019354839,"Mar","Returning_Visitor",FALSE,FALSE
0,0,14,0.015384615,0.041025641,"Mar","Returning_Visitor",FALSE,FALSE
1,0,9,0.033333333,0.048148148,"Mar","Returning_Visitor",FALSE,FALSE
16,0,32,0.005,0.01805276,"Mar","Returning_Visitor",FALSE,TRUE
1,1,71,0.012676056,0.015201207,"Mar","Returning_Visitor",TRUE,FALSE
2,1,46,0.007246377,0.022253906,"Mar","Returning_Visitor",TRUE,FALSE
0,0,18,0,0.05,"Mar","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
0,0,5,0.08,0.12,"Mar","Returning_Visitor",FALSE,FALSE
0,0,2,0,0.1,"Mar","Returning_Visitor",TRUE,FALSE
4,0,19,0.01,0.025666667,"Mar","Returning_Visitor",FALSE,FALSE
1,0,2,0,0.05,"Mar","Returning_Visitor",FALSE,FALSE
5,0,4,0,0.02,"Mar","Returning_Visitor",FALSE,FALSE
0,0,45,0,0.01037037,"Mar","Returning_Visitor",FALSE,FALSE
0,1,7,0,0.033333333,"Mar","New_Visitor",FALSE,FALSE
3,0,14,0.015555556,0.033862434,"Mar","Returning_Visitor",TRUE,FALSE
0,0,1,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
1,1,29,0.006451613,0.018709677,"Mar","Returning_Visitor",TRUE,TRUE
0,0,9,0,0.066666667,"Mar","Returning_Visitor",FALSE,FALSE
0,0,30,0,0.02,"Mar","Returning_Visitor",FALSE,FALSE
0,0,63,0,0.003329865,"Mar","Returning_Visitor",TRUE,TRUE
0,0,20,0,0.011666667,"Mar","Returning_Visitor",FALSE,FALSE
0,0,5,0,0.04,"Mar","Returning_Visitor",FALSE,FALSE
0,0,15,0,0.033846154,"Mar","Returning_Visitor",FALSE,FALSE
0,0,6,0,0.016666667,"Mar","Returning_Visitor",TRUE,FALSE
1,0,14,0.035714286,0.053571429,"Mar","Returning_Visitor",TRUE,FALSE
0,0,1,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
1,1,13,0,0.014285714,"Mar","New_Visitor",FALSE,FALSE
4,0,42,0,0.004545455,"Mar","Returning_Visitor",FALSE,FALSE
0,0,5,0.02,0.013333333,"Mar","Returning_Visitor",TRUE,FALSE
0,0,2,0,0.05,"Mar","Returning_Visitor",FALSE,FALSE
4,0,10,0,0.016666667,"Mar","Returning_Visitor",TRUE,TRUE
0,0,18,0.016666667,0.05,"Mar","Returning_Visitor",FALSE,FALSE
0,0,5,0,0.025,"Mar","Returning_Visitor",FALSE,FALSE
0,0,32,0.014583333,0.039583333,"Mar","Returning_Visitor",FALSE,FALSE
0,0,3,0,0.033333333,"Mar","Returning_Visitor",TRUE,FALSE
0,0,11,0,0.02,"Mar","Returning_Visitor",TRUE,TRUE
13,4,36,0.010638298,0.026186255,"Mar","Returning_Visitor",FALSE,FALSE
0,0,6,0,0.044444444,"Mar","Returning_Visitor",FALSE,FALSE
2,0,10,0.02,0.05,"Mar","Returning_Visitor",FALSE,FALSE
0,0,8,0,0.038095238,"Mar","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
0,0,35,0.011428571,0.024761905,"Mar","Returning_Visitor",FALSE,FALSE
11,1,87,0.002150538,0.007722385,"Mar","Returning_Visitor",FALSE,FALSE
0,0,4,0,0.05,"Mar","Returning_Visitor",FALSE,FALSE
1,0,51,0.010588235,0.022643039,"Mar","Returning_Visitor",FALSE,FALSE
2,0,7,0,0.011111111,"Mar","Returning_Visitor",FALSE,FALSE
0,0,40,0.0135,0.03747619,"Mar","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Mar","Returning_Visitor",TRUE,FALSE
2,1,14,0,0.0125,"Mar","Returning_Visitor",FALSE,TRUE
0,0,13,0,0.014285714,"Mar","Returning_Visitor",FALSE,TRUE
0,0,33,0,0.022424242,"Mar","Returning_Visitor",FALSE,FALSE
4,0,22,0.004545455,0.031907308,"Mar","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
0,0,3,0,0.022222222,"Mar","Returning_Visitor",FALSE,FALSE
5,0,17,0,0.002272727,"Mar","Returning_Visitor",TRUE,FALSE
0,0,15,0,0.026666667,"Mar","Returning_Visitor",TRUE,FALSE
0,0,2,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
0,0,35,0.012571429,0.044761905,"Mar","Returning_Visitor",FALSE,FALSE
0,0,4,0,0.05,"Mar","Returning_Visitor",FALSE,FALSE
0,1,1,0,0.1,"Mar","Returning_Visitor",FALSE,FALSE
0,0,2,0,0.1,"Mar","Returning_Visitor",TRUE,FALSE
0,0,2,0,0.1,"Mar","Returning_Visitor",FALSE,FALSE
0,0,12,0.033333333,0.025555556,"Mar","Returning_Visitor",FALSE,FALSE
5,0,23,0,0.016,"Mar","Returning_Visitor",TRUE,FALSE
0,0,29,0.013793103,0.028965517,"Mar","Returning_Visitor",FALSE,FALSE
0,0,3,0,0.066666667,"Mar","Returning_Visitor",TRUE,FALSE
2,0,10,0.05,0.11,"Mar","Returning_Visitor",FALSE,FALSE
0,1,27,0.003703704,0.014814815,"Mar","Returning_Visitor",FALSE,FALSE
7,2,35,0,0.008681765,"Mar","Returning_Visitor",FALSE,FALSE
3,2,54,0,0.00969697,"Mar","Returning_Visitor",FALSE,FALSE
0,0,2,0,0.1,"Mar","Returning_Visitor",FALSE,FALSE
2,0,3,0,0.025,"Mar","Returning_Visitor",FALSE,FALSE
2,0,5,0,0.04,"Mar","Returning_Visitor",FALSE,FALSE
1,0,46,0,0.01037037,"Mar","Returning_Visitor",FALSE,FALSE
1,0,23,0.022916667,0.038373016,"Mar","Returning_Visitor",FALSE,TRUE
0,0,5,0,0.04,"Mar","Returning_Visitor",FALSE,FALSE
0,0,10,0,0.02,"Mar","Returning_Visitor",FALSE,FALSE
2,0,37,0.005128205,0.016410256,"Mar","New_Visitor",FALSE,FALSE
6,0,68,0,0.000175593,"Mar","Returning_Visitor",FALSE,FALSE
4,0,4,0,0.028571429,"Mar","Returning_Visitor",FALSE,FALSE
2,0,2,0,0.05,"Mar","New_Visitor",FALSE,FALSE
0,0,15,0.013333333,0.026666667,"Mar","Returning_Visitor",TRUE,FALSE
3,0,11,0,0.003571429,"Mar","Returning_Visitor",FALSE,FALSE
2,0,7,0,0.011111111,"Mar","New_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
3,0,55,0,0.002222222,"Mar","New_Visitor",FALSE,FALSE
1,3,21,0.008333333,0.023611111,"Mar","Returning_Visitor",FALSE,FALSE
4,0,64,0.003076923,0.009213675,"Mar","Returning_Visitor",FALSE,FALSE
0,1,75,0.002631579,0.017324561,"Mar","Returning_Visitor",FALSE,FALSE
1,0,14,0,0.019047619,"Mar","Returning_Visitor",FALSE,FALSE
1,0,8,0,0.028571429,"Mar","Returning_Visitor",FALSE,FALSE
0,0,49,0,0.011904762,"Mar","Returning_Visitor",FALSE,FALSE
0,0,4,0,0.025,"Mar","Returning_Visitor",FALSE,FALSE
1,0,29,0,0.005057471,"Mar","Returning_Visitor",FALSE,FALSE
0,0,7,0,0.014285714,"Mar","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
0,0,8,0.1,0.125,"Mar","Returning_Visitor",FALSE,FALSE
0,0,25,0.008,0.037333333,"Mar","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
4,0,3,0,0.008,"Mar","New_Visitor",FALSE,FALSE
0,0,12,0,0.033333333,"Mar","Returning_Visitor",FALSE,FALSE
6,0,39,0.005128205,0.021367521,"Mar","Returning_Visitor",FALSE,FALSE
3,0,24,0,0.009876543,"Mar","New_Visitor",FALSE,FALSE
1,0,12,0,0.016666667,"Mar","Returning_Visitor",TRUE,FALSE
2,0,15,0,0.00625,"Mar","New_Visitor",FALSE,FALSE
0,0,10,0.02,0.04,"Mar","Returning_Visitor",FALSE,FALSE
8,1,19,0,0.016666667,"Mar","Returning_Visitor",TRUE,FALSE
9,1,55,0,0.004371585,"Mar","Returning_Visitor",FALSE,FALSE
3,0,27,0,0.011111111,"Mar","Returning_Visitor",FALSE,FALSE
0,1,30,0,0.003333333,"Mar","Returning_Visitor",FALSE,TRUE
0,0,3,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
0,0,24,0,0.028030303,"Mar","Returning_Visitor",FALSE,FALSE
3,0,46,0,0.005555556,"Mar","Returning_Visitor",FALSE,FALSE
0,0,1,0.2,0.2,"Mar","Returning_Visitor",FALSE,FALSE
